"","id","year","rank","player","startgg","score","change","main","attendance","worst_uf","best_uf","winrate","top100_winrate","major_t100_winrate","ranked_wins","avg_rank_win","avg_rank_loss","avg_major_placement","major_top8","major_wins","major_attendance","controller","trimmed_placement","last_year_wins","avg_last_year_wins","last_year_winrate","last_year_losses","avg_last_year_losses","last_year_top10_opponents","last_year_winrate_top10","last_year_top20_opponents","last_year_winrate_top20","avg_supermajor_placement","supermajor_top8","supermajors_won","supermajor_attendance","list_edition","image_base64","player_code"
"634",634,2024,26,"Lucky","Lucky",78.6,37,"Fox",25,4,5,0.793650794,0.545454545,0.733333333333333,42,55.21428571,31.74285714,21.375,0,0,8,"GCC",19.7142857142857,34,52.0588235294118,0.523076923076923,31,26.8709677419355,11,0.181818181818182,21,0.285714285714286,30.3333333333333,0,0,3,7,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAADNUlEQVRIiY2WIYzjRhSGv2wDJswBJ2UqLZhKW8kBlbzgQECBQSvlmAMqJaAgcJdtoUErueyWXWCgTypIQKUNNDRcg5VscMCVChxw0hpU2gGVUuDYib1Orr9keTzvzf/em/fejDs04FhiV47Xke405W0o17TpXzQVF8s7XHf2f3irNTfj0/KLY8VVuKwErjurRXOK3Pcko5E8qdNtIy/he5KZm500UkQanPOhMACAcECvq09rbLNNBvjeR/zEoS9NnrOEvjQBeM4SVonAtc7yc9HmvVQDAAbmEICZueYx3JBqUdO7Vgo/cQjD7AsRNLwfmEMQDtvII94vto0MXjbkfDjvcquBI5RebyOPeHUP0Eji7+RyyotlA9AzU4xMsti0R3EoU+FUw20SnyAvYGQfUSpHmTYDc0gup/iebK26bult6Xm0CXh+9E+Sl9CBi7Drc0U/iN1xw3XXke4wv98tlndk6bYiL5HLaWX8mPxgxKvmh5M72Ny/jgDgg7fENnOCxMA2cwDCMKN/vQXgRYyqRWocg16jAxcduBj7+UKnbqDjWGJnTu5QQpOmKQC2sakUgsQgSXPM0Zj5zZzbXwqPLSXx3k/Qgbt3ZIa7jAEQWVSdS1+Zsvvrm+GIby6vkPvH/GHO199ectX/i67+zNsrUOIT/e9+Qnz/M0L/Q/T0RPLnH7wZ/ojOntgkl8jhW2RX8/nvTyTbf387bFGW8AgooelLE2XaoHN01kh0ess7OeVBaBBFtFINsMZLhknMQ6BJs7A9B0romiBNDdpqKF7do4DZXBYJ3pf3wHKYm2sileMuYxyi3TrSncpAqsUrI2GYVRHkclrkxz2qqKPeKb+lirHUMyiJw2b3qpPbIGyPQZPsBMJEEaXFCSs46uTSe8s6bMxoVGyDDlwm133ciWJy3T9rwHF6WPv8wL5Mm0rv/RUyvSUMMxb7ijWVgTvv4S1fmMzeAWCYRVTK3Le0XrNNYm7mh17ott67s8muJPW9HmIcH2RLVR3n6KJitlHxfggOOSx5azkoo/E9WSdtoHl0pKlBT4ds/EWNHKAalPfrOWIAd6KqcZLmNVnbbtQMnGU+gS/92vwHxn9Yx2F5NgsAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/Lucky?id=S13932"
"635",635,2024,27,"Chem","Chem",77.63,-2,"Fox",22,6,4,0.802816901,0.6,0.730769230769231,33,53.18181818,25.31818182,19.85714286,0,0,7,"GCC",15,22,54.1363636363636,0.523809523809524,20,29.95,9,0.222222222222222,14,0.214285714285714,31.6666666666667,0,0,3,7,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAADNUlEQVRIiY2WIYzjRhSGv2wDJswBJ2UqLZhKW8kBlbzgQECBQSvlmAMqJaAgcJdtoUErueyWXWCgTypIQKUNNDRcg5VscMCVChxw0hpU2gGVUuDYib1Orr9keTzvzf/em/fejDs04FhiV47Xke405W0o17TpXzQVF8s7XHf2f3irNTfj0/KLY8VVuKwErjurRXOK3Pcko5E8qdNtIy/he5KZm500UkQanPOhMACAcECvq09rbLNNBvjeR/zEoS9NnrOEvjQBeM4SVonAtc7yc9HmvVQDAAbmEICZueYx3JBqUdO7Vgo/cQjD7AsRNLwfmEMQDtvII94vto0MXjbkfDjvcquBI5RebyOPeHUP0Eji7+RyyotlA9AzU4xMsti0R3EoU+FUw20SnyAvYGQfUSpHmTYDc0gup/iebK26bult6Xm0CXh+9E+Sl9CBi7Drc0U/iN1xw3XXke4wv98tlndk6bYiL5HLaWX8mPxgxKvmh5M72Ny/jgDgg7fENnOCxMA2cwDCMKN/vQXgRYyqRWocg16jAxcduBj7+UKnbqDjWGJnTu5QQpOmKQC2sakUgsQgSXPM0Zj5zZzbXwqPLSXx3k/Qgbt3ZIa7jAEQWVSdS1+Zsvvrm+GIby6vkPvH/GHO199ectX/i67+zNsrUOIT/e9+Qnz/M0L/Q/T0RPLnH7wZ/ojOntgkl8jhW2RX8/nvTyTbf387bFGW8AgooelLE2XaoHN01kh0ess7OeVBaBBFtFINsMZLhknMQ6BJs7A9B0romiBNDdpqKF7do4DZXBYJ3pf3wHKYm2sileMuYxyi3TrSncpAqsUrI2GYVRHkclrkxz2qqKPeKb+lirHUMyiJw2b3qpPbIGyPQZPsBMJEEaXFCSs46uTSe8s6bMxoVGyDDlwm133ciWJy3T9rwHF6WPv8wL5Mm0rv/RUyvSUMMxb7ijWVgTvv4S1fmMzeAWCYRVTK3Le0XrNNYm7mh17ott67s8muJPW9HmIcH2RLVR3n6KJitlHxfggOOSx5azkoo/E9WSdtoHl0pKlBT4ds/EWNHKAalPfrOWIAd6KqcZLmNVnbbtQMnGU+gS/92vwHxn9Yx2F5NgsAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/Chem?id=S709843"
"636",636,2024,28,"S2J","S2J",76.99,-12,"Captain Falcon",26,6,2,0.819767442,0.533333333,0.714285714285714,24,41.70833333,22.33333333,14,0,0,6,"GCC",10.2,28,60.5357142857143,0.56,22,32.7727272727273,4,0,15,0.4,19.6666666666667,0,0,3,7,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAACz0lEQVRIiZWWL5SiUBTGf86ZwDZpEolEaBDd5raZNkYjcW0aZ5oTjUa3adO2RGi+ti8SoWGTxoaHD1R0d+457xzev/vd77v3vUcPk/tWUD2YVWbSezT9/MjhzvHxHI+BYwCQyxJjatB3VwCI/Qjv9Vf1CKQBKKgOmzcAbMsizTLcgwXvAZQTMFYMQH23bAZ8FNwF6WmJCqoi/gmgIySbg/V+l/7ecxSToGS+Ep1yPbU7aZZp50cx4ZhnnY6PYqKdA7ixcTcIxaCg2jk+ANa73Ug02oNRsykn5OMxB3nQmz3Hu+j/kMkNi4ske44HaygpsTBhhNYfYLAZ4r2qtQPHIJflDci1PVFQzTomBo6hcpDN1UA2J3+NmrkO2zn+TSU+AwS1PNeWT9P6K9VReo5HLksO8kAsEx7tB+iBYtBeJIKS00qQGBCVd/de2NCAn7bfWVHVDCq+2MIwvOgPDaqd41c7x2/GzasyvY6o6zsMQ8IwfMjmfGChnYNaz7MTgGi5BOD3acMxiTGDT5b12P+aLtNhS+9bJy/0fYDPLznXALFM8IGoY8F6MdQg1amP2I+wLYu+HwAgthtkmpPKAmLlK5h3MDizWKzfcF0P4OaqOIoJtgV9f6HH3BeQn0tOKwF1JYqgBHkFkBgwHLvKua0uPfIpy1WEHX8HIJUFs9kY2EKaIsTlCY5lokq7VaYawC8hWgtsx2QUZPQHSoaZv4C01t62tVzYW+w8I80yHaBf1nlsnYEnTHofrSj+TCP2sdB9sR1zzDPVkhix3SC2Y8Uou5Qw6bhBFAOT3kdBNWxNHPMM8kwldGA1mvsBpKlqtaWyYDh2O9+E5qCZ9KISvk1cHd05wjMDgGMSg20jxAGZ5nr7vQend/PoF1Tn0nTsQZ10G3gBtnXITYJlmjOeRncf/1uAGuR94jIaqVerAWmc7/fyYeSPAWqQe5su7B+/LX8BGEdafRQ9CMsAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/S2J?id=S1017"
"637",637,2024,29,"ckyulmiqnudaetr","ckyulmiqnudaetr",76.28,48,"Donkey Kong",6,2,4,0.744680851,0.454545455,0.771428571428571,10,57.4,35.75,15,0,0,4,"GCC",11.6666666666667,10,54.1,0.5,10,35,3,0.333333333333333,5,0.2,19,0,0,2,7,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAAC8UlEQVRIia2UIWzrRhjHf9kKDPYkFxoMGF6YzRpo+MYSlsKATXLZC2vBJrXMMGEr7FjMWjZDj9lgUg4MHJnkgifV4EnPoNMN3LuLnaR9nbRPiu5y393/f///9/ngDeGDtqOdvzW+eetGH/S58A9I/zeCc+FTqZblXDiyt5CMvrbBBy08M49DQ2JDdmZsX8F5VUEf/IepoFItcbizyeZeU/IiwT54UzeOpK/gayRHpe3bAhBEAfe5HOyzFvVj365vj4GXqzP++e4df8mPBKeG6dPjJ5q2c6TBqcdPPwrG358SPj/z50eTizx+/vuZX44qSIWvs80MTwg6KVHyibpS5mBgiMJkDIAnplYHnZQsZxvupLFPePBHZ7BP9hV4QrhRhAtCsXRrAHSLLyPglYceMbTuoMgyL4EdoBdmBtT+XKIEJHK9QRVbJtNwgGOLfqCgrhQX6yven70HMgIedofCBa26RamO4tGjKmrOhU+2mZFfGzXLueDD1QSAYHw77KxU+Pp6LnR2eal90EkS6SSJ3NwHnV1eurwPuip/1/e/rtz/z9uF/rxd6O3qTPugBwrWsh35stVFmXB9c8Nq6kEQQBryUAmqogbgw9XSlEHlyPsl6Y1ZL1dnRsVsQ5oam0f92wOkqaBuOqI4REwnyPUG2HUPgJJPZtI05GVL9pscEBAErK8K1rIdjSx4mgrCZOxa1HZOJ83hQSfthd2T31WGKFesZTsCGPXBd0Avgx2GdCRKPrmb26yrgZUdIvEEhqSb7HCO9vwOHHAfZT9OAPKypXjsXBGXc6MgSlIAkkl91KK+NVEcotTh43QCUDx6ZNcZURQD8HB3RzA2gM1WIts5za10ZLKdE0Uxsq1othKlSqIYmroZ2OMIRKN4WF3QJCnBWBCMhSMDiKKYKIqp64qihLq4oAindCoHYDoTR+2BL22aCl8HUWBuXDcuadf2Iww99/gB1E036JwDAksCHLwpwACsHxYYOAo+IOiT/Jd4CdjGvzGrbpHHx/CLAAAAAElFTkSuQmCC","https://www.supermajor.gg/melee/player/ckyulmiqnudaetr?id=S1055474"
"638",638,2024,30,"MOF","MOF",75.44,12,"Ice Climbers",63,5,5,0.853403141,0.507246377,0.659090909090909,35,55.82857143,35.20588235,23,0,0,6,"GCC",17.8,41,63.9268292682927,0.488095238095238,43,45.9767441860465,12,0.166666666666667,14,0.142857142857143,31.6666666666667,0,0,3,7,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAAC1klEQVRIiZWWLXviQBSFX/ZBpK44IiMnLuMSORJccEVGpj+hErmyyEjqWtfKyOCCY2RkcNQ1jhXJDAn0a68h3Ann3K85lxG/sFCEp0vfVm9Hv/nt+DfgkUqYxUvre3vZAFjS78i+jSIU4Wn1mOO5DjeT4dnHEaq64e1lQ5FnXxJdOfrluE/XTIUAwPedKwLAEv9dZZ8SDQhCEZ7u0zVqEdgID1ozFcJmYYD7Z31yQ2RIRn3wSCWkaWJfNiClLpFCMhWCg9YA1gfYAExGsYoswbgPLoWkqptBKUpdnj+7Z1MKa51fCkmoAiKVAJy2ejsaXRJcAl+BfWIdoCUwfYlVxLgP/hNoEjVkhXP1XOSZJanqBo/z1P0xzFMhmMVLZvHSvpxEDetkQpHP2++rBQAvDy7JakHx6AOwTiY264PWVHVjh+FPP0IzDaZUyZ0kCFwOeWlJinzOVEkOeQm+R5HPCQIX0ayvSCyBce73rVM0Dzaq7KkE9cxuU9hAsofns29fATBXniUB7FQNMjho3Y1lPah9rKKrfnzmk8JlFi9Ri3Ojf9Si/7Hb2StuB/z6IIlUeiYwl6WqGyaNS6lrRCNI7iRS1ASBa4GsbxnRZEec8J26bjhOG/xJW5r5qiRTEWMzMVbQanBdB/Q5smDZlaOrN75H4Hvd91sOh6N99+PIQBjHZobN/Pq+w54NELGpcqTjUj6VyPx9WI9UEAQuTvjO61PFXHkcae8BvRbaErUaI+yhFG2Z+g0XSQyAzl4A2O3a87nyQD3jdYls8529tONOlE4AstcL3Fd0lSGaNVnhIFMBRqZSYYlvggxU0D53avu4TlsivR3ZDIw8SMBz2zFL04SqXpIQtdkwHN+bILP7or+ADDhcyDWchau/Io1dLp39vrHyDe2F7e+CQQ96TrvRjGSUumQWL62+wHlX9IEvcBhkcGn91Wmy+sy+28ffEnxFdmk//X35B3ZIl7K+QF/pAAAAAElFTkSuQmCC","https://www.supermajor.gg/melee/player/MOF?id=S631158"
"639",639,2024,31,"Panda","Panda",74.68,1,"Fox",17,5,4,0.792,0.6,0.722222222222222,33,51.24242424,35.77272727,23.4,0,0,5,"GCC",21,26,44.0384615384615,0.619047619047619,16,20.375,11,0.272727272727273,14,0.428571428571429,29,0,0,2,7,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAADNUlEQVRIiY2WIYzjRhSGv2wDJswBJ2UqLZhKW8kBlbzgQECBQSvlmAMqJaAgcJdtoUErueyWXWCgTypIQKUNNDRcg5VscMCVChxw0hpU2gGVUuDYib1Orr9keTzvzf/em/fejDs04FhiV47Xke405W0o17TpXzQVF8s7XHf2f3irNTfj0/KLY8VVuKwErjurRXOK3Pcko5E8qdNtIy/he5KZm500UkQanPOhMACAcECvq09rbLNNBvjeR/zEoS9NnrOEvjQBeM4SVonAtc7yc9HmvVQDAAbmEICZueYx3JBqUdO7Vgo/cQjD7AsRNLwfmEMQDtvII94vto0MXjbkfDjvcquBI5RebyOPeHUP0Eji7+RyyotlA9AzU4xMsti0R3EoU+FUw20SnyAvYGQfUSpHmTYDc0gup/iebK26bult6Xm0CXh+9E+Sl9CBi7Drc0U/iN1xw3XXke4wv98tlndk6bYiL5HLaWX8mPxgxKvmh5M72Ny/jgDgg7fENnOCxMA2cwDCMKN/vQXgRYyqRWocg16jAxcduBj7+UKnbqDjWGJnTu5QQpOmKQC2sakUgsQgSXPM0Zj5zZzbXwqPLSXx3k/Qgbt3ZIa7jAEQWVSdS1+Zsvvrm+GIby6vkPvH/GHO199ectX/i67+zNsrUOIT/e9+Qnz/M0L/Q/T0RPLnH7wZ/ojOntgkl8jhW2RX8/nvTyTbf387bFGW8AgooelLE2XaoHN01kh0ess7OeVBaBBFtFINsMZLhknMQ6BJs7A9B0romiBNDdpqKF7do4DZXBYJ3pf3wHKYm2sileMuYxyi3TrSncpAqsUrI2GYVRHkclrkxz2qqKPeKb+lirHUMyiJw2b3qpPbIGyPQZPsBMJEEaXFCSs46uTSe8s6bMxoVGyDDlwm133ciWJy3T9rwHF6WPv8wL5Mm0rv/RUyvSUMMxb7ijWVgTvv4S1fmMzeAWCYRVTK3Le0XrNNYm7mh17ott67s8muJPW9HmIcH2RLVR3n6KJitlHxfggOOSx5azkoo/E9WSdtoHl0pKlBT4ds/EWNHKAalPfrOWIAd6KqcZLmNVnbbtQMnGU+gS/92vwHxn9Yx2F5NgsAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/Panda?id=S27638"
"640",640,2024,32,"Ben","Ben",74.08,-2,"Sheik",45,5,2,0.760416667,0.403846154,0.722222222222222,42,55.02380952,37,22.6,0,0,5,"GCC",20,40,66.1,0.404040404040404,59,52.2372881355932,5,0,11,0.0909090909090909,22.3333333333333,0,0,3,7,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAACxUlEQVRIiZ2WoXPbMBTGf8ntcoY2i6GG6jJ7pC702MZaOOix0f4JG2vh2AITtrCW1bBmNrPZBGtms/lGNKBIsRu7u9tHJFlP3/fe05Pkhff2HXM4u7hQdV7MzhssFn8Wc3Nv/kUuhI+z9jk/DwCoqtr2iywDQMpnNSey/B/yUAgA0jQlShKE8FFqpSajm0qRUis1JDeEpZS277geAH3XUkrJz812MlUnEcyRO65HHEZEYYDjepyLtRWtqpogjiajmNyDac9123fCtgChEFRVTd88T1FNC5x6rtMRh9pzE0FR1ta+ApCnIpMCVVUfCCNNcEjHEIY8aD8RuMAlyKbjRsajihoJKLVSmyTnq/QpDiGHQlDJMXnftQCkQQo4OOJcf7+suLnWPEbEVpFSK9X+yOm99XGBrHDaxhJ/b+5t/8v648gW9xG691BkeJ9jW1HLOXLcR5zwGaJkROq4HmmQjm2HiBJuRW4ranl2caGAU29Ae3RYtN/Bfgfe/hKnbU5tB/3rK6zIss4LNkk+Tw5k2+N95IYu+x1QZGPPB/ZDLAGSUOcb95G+9KF7r8doouu7gDSLRwv3uwHxwam+9E+ERye5L33dGnJg8+04n2Yxct+RZjGtHNtRZKOC8PQxOpbpcNKibbiRMbcinwy/f2pw2obe83GArh4slS8iMJPDdr+D9kdOn94jrlzr2SbJ7bj31tPOMYggK/U+DMmzUvdz/xdfEgG05Il2Kw4Em4ecSF5aouGaVsKN1GdhuVj8WaRZTFYeDQySUJMZxIGgkg2bB52yAvdVcnhxkkGHb/N49UT6YVw9Bnkt+Z1FRHQAiDu9V0NymyLQ76pSK9VK+M4VAM52S9+1o/vfoJINAvi512Mh/BPyUQQGJpIg1jfp3D1vECX6Kpl70SafTCNkRKZg3ozt/QN1Xsz+WcwKGJFX3Tckr/y2/AVgCHmc1Tx7LQAAAABJRU5ErkJggg==","https://www.supermajor.gg/melee/player/Ben?id=S694497"
"641",641,2024,33,"Aura","Aura",72.84,NA,"Peach",54,8,3,0.88856305,0.564102564,0.62962962962963,22,45.27272727,21.23529412,21.6,0,0,5,"GCC",18.75,49,67.6530612244898,0.671232876712329,24,43.3333333333333,4,0,12,0.25,25,0,0,2,7,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAADKUlEQVRIiZWWIXDjOhRFTzo7GbPErIaC/iwpsmHKDA1juGW/LMta2LK/LGUtjNmarVkEYxazNRR0WBKWKckCWbLTtNu/b8Yz0ZN8r+57V3J6V1dX/E0MBv3jfv/a+7/rLz4DGwz6x+54WYe8zXXHf0UAYAAN+NvcZ+9/+WyBAeTXPfzzcJpr4tpbffjuhwrM7q6Tb23y1/3ZOjP/kZp3FQwG/ePzXcFGAXjATE90FJiIag98yKvgXQP03rrIgIsw0olaotShHQNqlQNQllMAvGHKpYAs00RdkgsDah4L7iwsoBCOHjc5EUYI4TAapQAEEwcRRsQxPEyLEwPYHjzfFSx/umfgSh3Am5zWpVGl51P9u5YI4XApIPILu/RiMOgfI78gy5qMAT8kUMuzmp+o6oRSB0sKmmQw6B8vAMIRzP5ra2zAsyy2O+aQ6KcDmL7AYdsSbhTtRo0CgEsB1aopTQe8WqeU5dSWoFuespziuOCPdaPxJgQThzjWGw5HDcF+/9q7eQzwxTeUdE/A5SbAH4VsFJbE7FypFCE0+EY1KpteXQr9QGPTru9XpZbtuE3Zmp4o6Z5Id4U+vTKbAzAapQjh2D7cPGq7fjF2unkM+DcSHLYpjqslVquI28eIyC+YzbcnBN9vXfIqIPILhJgiwojsadhte9uDh2nB8rkknj0x/drWD4BJTl4F7FRlUztVkVcBTPKm4amdq9Yp3jA9dVGQRCBquyhIOo4C5PqWWq3tuFZr5PoWgCie6w05C+JYWyiYOMxmTqtArXJQ3lmdPTFmeQfHbYQnxjrZWPW4jfgxrfAnCW+jkAcKqXthXZRlMVnW3C+1JEgiKtleyUPh65cX+QmRLd0hsaBSwn3aNBlgv3/tPeXqCAERKdDcPbjsVGXBTfl29ZhdrRVVMiRIIopFzqoEuQkwmLZEJrHfv/bySqtBeQQTh0qGVFJbtXhxYexTyZCh94DM5tbvq7K9Sc9u0240ajRJczp3Sjc0+LqFddWoaD8+xSI/u6ZNnH0PTJjzsXwuub4ZMb9LbEN3quLle2jPwUfgfyToEu33r733Pokm/6e/Mb8B9XW+BYHG1dAAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/Aura?id=S46349"
"642",642,2024,34,"Zamu","Zamu",72.59,-12,"Fox",51,11,2,0.86,0.609195402,0.6,53,59.56603774,31.61764706,26.4,0,0,5,"GCC",20.75,34,57,0.641509433962264,19,25.8421052631579,7,0.142857142857143,14,0.214285714285714,30.3333333333333,0,0,3,7,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAADNUlEQVRIiY2WIYzjRhSGv2wDJswBJ2UqLZhKW8kBlbzgQECBQSvlmAMqJaAgcJdtoUErueyWXWCgTypIQKUNNDRcg5VscMCVChxw0hpU2gGVUuDYib1Orr9keTzvzf/em/fejDs04FhiV47Xke405W0o17TpXzQVF8s7XHf2f3irNTfj0/KLY8VVuKwErjurRXOK3Pcko5E8qdNtIy/he5KZm500UkQanPOhMACAcECvq09rbLNNBvjeR/zEoS9NnrOEvjQBeM4SVonAtc7yc9HmvVQDAAbmEICZueYx3JBqUdO7Vgo/cQjD7AsRNLwfmEMQDtvII94vto0MXjbkfDjvcquBI5RebyOPeHUP0Eji7+RyyotlA9AzU4xMsti0R3EoU+FUw20SnyAvYGQfUSpHmTYDc0gup/iebK26bult6Xm0CXh+9E+Sl9CBi7Drc0U/iN1xw3XXke4wv98tlndk6bYiL5HLaWX8mPxgxKvmh5M72Ny/jgDgg7fENnOCxMA2cwDCMKN/vQXgRYyqRWocg16jAxcduBj7+UKnbqDjWGJnTu5QQpOmKQC2sakUgsQgSXPM0Zj5zZzbXwqPLSXx3k/Qgbt3ZIa7jAEQWVSdS1+Zsvvrm+GIby6vkPvH/GHO199ectX/i67+zNsrUOIT/e9+Qnz/M0L/Q/T0RPLnH7wZ/ojOntgkl8jhW2RX8/nvTyTbf387bFGW8AgooelLE2XaoHN01kh0ess7OeVBaBBFtFINsMZLhknMQ6BJs7A9B0romiBNDdpqKF7do4DZXBYJ3pf3wHKYm2sileMuYxyi3TrSncpAqsUrI2GYVRHkclrkxz2qqKPeKb+lirHUMyiJw2b3qpPbIGyPQZPsBMJEEaXFCSs46uTSe8s6bMxoVGyDDlwm133ciWJy3T9rwHF6WPv8wL5Mm0rv/RUyvSUMMxb7ijWVgTvv4S1fmMzeAWCYRVTK3Le0XrNNYm7mh17ott67s8muJPW9HmIcH2RLVR3n6KJitlHxfggOOSx5azkoo/E9WSdtoHl0pKlBT4ds/EWNHKAalPfrOWIAd6KqcZLmNVnbbtQMnGU+gS/92vwHxn9Yx2F5NgsAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/Zamu?id=S23920"
"643",643,2024,35,"SFOP","SFOP",70.25,-8,"Fox",7,5,2,0.788461538,0.6,0.733333333333333,12,58.66666667,29.375,19,1,0,2,"GCC",5,10,52,0.588235294117647,7,32.5714285714286,3,0.333333333333333,4,0.5,33,0,0,1,7,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAADNUlEQVRIiY2WIYzjRhSGv2wDJswBJ2UqLZhKW8kBlbzgQECBQSvlmAMqJaAgcJdtoUErueyWXWCgTypIQKUNNDRcg5VscMCVChxw0hpU2gGVUuDYib1Orr9keTzvzf/em/fejDs04FhiV47Xke405W0o17TpXzQVF8s7XHf2f3irNTfj0/KLY8VVuKwErjurRXOK3Pcko5E8qdNtIy/he5KZm500UkQanPOhMACAcECvq09rbLNNBvjeR/zEoS9NnrOEvjQBeM4SVonAtc7yc9HmvVQDAAbmEICZueYx3JBqUdO7Vgo/cQjD7AsRNLwfmEMQDtvII94vto0MXjbkfDjvcquBI5RebyOPeHUP0Eji7+RyyotlA9AzU4xMsti0R3EoU+FUw20SnyAvYGQfUSpHmTYDc0gup/iebK26bult6Xm0CXh+9E+Sl9CBi7Drc0U/iN1xw3XXke4wv98tlndk6bYiL5HLaWX8mPxgxKvmh5M72Ny/jgDgg7fENnOCxMA2cwDCMKN/vQXgRYyqRWocg16jAxcduBj7+UKnbqDjWGJnTu5QQpOmKQC2sakUgsQgSXPM0Zj5zZzbXwqPLSXx3k/Qgbt3ZIa7jAEQWVSdS1+Zsvvrm+GIby6vkPvH/GHO199ectX/i67+zNsrUOIT/e9+Qnz/M0L/Q/T0RPLnH7wZ/ojOntgkl8jhW2RX8/nvTyTbf387bFGW8AgooelLE2XaoHN01kh0ess7OeVBaBBFtFINsMZLhknMQ6BJs7A9B0romiBNDdpqKF7do4DZXBYJ3pf3wHKYm2sileMuYxyi3TrSncpAqsUrI2GYVRHkclrkxz2qqKPeKb+lirHUMyiJw2b3qpPbIGyPQZPsBMJEEaXFCSs46uTSe8s6bMxoVGyDDlwm133ciWJy3T9rwHF6WPv8wL5Mm0rv/RUyvSUMMxb7ijWVgTvv4S1fmMzeAWCYRVTK3Le0XrNNYm7mh17ott67s8muJPW9HmIcH2RLVR3n6KJitlHxfggOOSx5azkoo/E9WSdtoHl0pKlBT4ds/EWNHKAalPfrOWIAd6KqcZLmNVnbbtQMnGU+gS/92vwHxn9Yx2F5NgsAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/SFOP?id=S10562"
"644",644,2024,36,"BING","BING",69.85,NA,"Donkey Kong",21,4,11,0.781690141,0.323529412,0.5625,11,53.09090909,44.7826087,17,0,0,2,"GCC",9,7,26.4285714285714,0.388888888888889,11,25.8181818181818,7,0.285714285714286,11,0.454545454545455,25,0,0,1,7,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAAC8UlEQVRIia2UIWzrRhjHf9kKDPYkFxoMGF6YzRpo+MYSlsKATXLZC2vBJrXMMGEr7FjMWjZDj9lgUg4MHJnkgifV4EnPoNMN3LuLnaR9nbRPiu5y393/f///9/ngDeGDtqOdvzW+eetGH/S58A9I/zeCc+FTqZblXDiyt5CMvrbBBy08M49DQ2JDdmZsX8F5VUEf/IepoFItcbizyeZeU/IiwT54UzeOpK/gayRHpe3bAhBEAfe5HOyzFvVj365vj4GXqzP++e4df8mPBKeG6dPjJ5q2c6TBqcdPPwrG358SPj/z50eTizx+/vuZX44qSIWvs80MTwg6KVHyibpS5mBgiMJkDIAnplYHnZQsZxvupLFPePBHZ7BP9hV4QrhRhAtCsXRrAHSLLyPglYceMbTuoMgyL4EdoBdmBtT+XKIEJHK9QRVbJtNwgGOLfqCgrhQX6yven70HMgIedofCBa26RamO4tGjKmrOhU+2mZFfGzXLueDD1QSAYHw77KxU+Pp6LnR2eal90EkS6SSJ3NwHnV1eurwPuip/1/e/rtz/z9uF/rxd6O3qTPugBwrWsh35stVFmXB9c8Nq6kEQQBryUAmqogbgw9XSlEHlyPsl6Y1ZL1dnRsVsQ5oam0f92wOkqaBuOqI4REwnyPUG2HUPgJJPZtI05GVL9pscEBAErK8K1rIdjSx4mgrCZOxa1HZOJ83hQSfthd2T31WGKFesZTsCGPXBd0Avgx2GdCRKPrmb26yrgZUdIvEEhqSb7HCO9vwOHHAfZT9OAPKypXjsXBGXc6MgSlIAkkl91KK+NVEcotTh43QCUDx6ZNcZURQD8HB3RzA2gM1WIts5za10ZLKdE0Uxsq1othKlSqIYmroZ2OMIRKN4WF3QJCnBWBCMhSMDiKKYKIqp64qihLq4oAindCoHYDoTR+2BL22aCl8HUWBuXDcuadf2Iww99/gB1E036JwDAksCHLwpwACsHxYYOAo+IOiT/Jd4CdjGvzGrbpHHx/CLAAAAAElFTkSuQmCC","https://www.supermajor.gg/melee/player/BING?id=S47727"
